"LOCATION","Country","VAR","Variable","EDI","Edition","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DNK","Denmark","102","GDP: Private consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2020-Q3","Q3-2020","NATCUR","National currency","0","Units",,,248457100000,,
"DNK","Denmark","102","GDP: Private consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2020-Q4","Q4-2020","NATCUR","National currency","0","Units",,,249435300000,,
"DNK","Denmark","102","GDP: Private consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2021-Q1","Q1-2021","NATCUR","National currency","0","Units",,,240337200000,,
"DNK","Denmark","102","GDP: Private consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2021-Q2","Q2-2021","NATCUR","National currency","0","Units",,,256253100000,,
"DNK","Denmark","102","GDP: Private consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2021-Q3","Q3-2021","NATCUR","National currency","0","Units",,,261518000000,,
"DNK","Denmark","102","GDP: Private consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2021-Q4","Q4-2021","NATCUR","National currency","0","Units",,,259632700000,,
"DNK","Denmark","102","GDP: Private consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2022-Q1","Q1-2022","NATCUR","National currency","0","Units",,,250675800000,,
"DNK","Denmark","102","GDP: Private consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2022-Q2","Q2-2022","NATCUR","National currency","0","Units",,,249800700000,,
"DNK","Denmark","102","GDP: Private consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2022-Q3","Q3-2022","NATCUR","National currency","0","Units",,,248211100000,,
"DNK","Denmark","103","GDP: Government consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2019-Q3","Q3-2019","NATCUR","National currency","0","Units",,,131971100000,,
"DNK","Denmark","103","GDP: Government consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2019-Q4","Q4-2019","NATCUR","National currency","0","Units",,,130168900000,,
"DNK","Denmark","103","GDP: Government consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2020-Q1","Q1-2020","NATCUR","National currency","0","Units",,,128584600000,,
"DNK","Denmark","103","GDP: Government consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2020-Q2","Q2-2020","NATCUR","National currency","0","Units",,,126753300000,,
"DNK","Denmark","103","GDP: Government consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2020-Q3","Q3-2020","NATCUR","National currency","0","Units",,,128608600000,,
"DNK","Denmark","103","GDP: Government consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2020-Q4","Q4-2020","NATCUR","National currency","0","Units",,,132422600000,,
"DNK","Denmark","103","GDP: Government consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2021-Q1","Q1-2021","NATCUR","National currency","0","Units",,,131971300000,,
"DNK","Denmark","103","GDP: Government consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2021-Q2","Q2-2021","NATCUR","National currency","0","Units",,,137554300000,,
"DNK","Denmark","103","GDP: Government consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2021-Q3","Q3-2021","NATCUR","National currency","0","Units",,,132030800000,,
"DNK","Denmark","103","GDP: Government consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2021-Q4","Q4-2021","NATCUR","National currency","0","Units",,,136320800000,,
"DNK","Denmark","103","GDP: Government consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2022-Q1","Q1-2022","NATCUR","National currency","0","Units",,,133968500000,,
"DNK","Denmark","103","GDP: Government consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2022-Q2","Q2-2022","NATCUR","National currency","0","Units",,,133564300000,,
"DNK","Denmark","103","GDP: Government consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2022-Q3","Q3-2022","NATCUR","National currency","0","Units",,,131952000000,,
"DNK","Denmark","104","GDP: Gross fixed capital formation, constant prices","202301","January 2023","Q","Quarterly","2019-Q3","Q3-2019","NATCUR","National currency","0","Units",,,110886400000,,
"DNK","Denmark","104","GDP: Gross fixed capital formation, constant prices","202301","January 2023","Q","Quarterly","2019-Q4","Q4-2019","NATCUR","National currency","0","Units",,,110279100000,,
"DNK","Denmark","104","GDP: Gross fixed capital formation, constant prices","202301","January 2023","Q","Quarterly","2020-Q1","Q1-2020","NATCUR","National currency","0","Units",,,112077200000,,
"DNK","Denmark","104","GDP: Gross fixed capital formation, constant prices","202301","January 2023","Q","Quarterly","2020-Q2","Q2-2020","NATCUR","National currency","0","Units",,,109187500000,,
"DNK","Denmark","104","GDP: Gross fixed capital formation, constant prices","202301","January 2023","Q","Quarterly","2020-Q3","Q3-2020","NATCUR","National currency","0","Units",,,115562000000,,
"DNK","Denmark","104","GDP: Gross fixed capital formation, constant prices","202301","January 2023","Q","Quarterly","2020-Q4","Q4-2020","NATCUR","National currency","0","Units",,,126061900000,,
"DNK","Denmark","104","GDP: Gross fixed capital formation, constant prices","202301","January 2023","Q","Quarterly","2021-Q1","Q1-2021","NATCUR","National currency","0","Units",,,120019600000,,
"DNK","Denmark","104","GDP: Gross fixed capital formation, constant prices","202301","January 2023","Q","Quarterly","2021-Q2","Q2-2021","NATCUR","National currency","0","Units",,,124595900000,,
"DNK","Denmark","104","GDP: Gross fixed capital formation, constant prices","202301","January 2023","Q","Quarterly","2021-Q3","Q3-2021","NATCUR","National currency","0","Units",,,122383100000,,
"DNK","Denmark","104","GDP: Gross fixed capital formation, constant prices","202301","January 2023","Q","Quarterly","2021-Q4","Q4-2021","NATCUR","National currency","0","Units",,,124804700000,,
"DNK","Denmark","104","GDP: Gross fixed capital formation, constant prices","202301","January 2023","Q","Quarterly","2022-Q1","Q1-2022","NATCUR","National currency","0","Units",,,127774200000,,
"DNK","Denmark","104","GDP: Gross fixed capital formation, constant prices","202301","January 2023","Q","Quarterly","2022-Q2","Q2-2022","NATCUR","National currency","0","Units",,,127938500000,,
"DNK","Denmark","104","GDP: Gross fixed capital formation, constant prices","202301","January 2023","Q","Quarterly","2022-Q3","Q3-2022","NATCUR","National currency","0","Units",,,129511600000,,
"DNK","Denmark","105","GDP: Exports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2019-Q3","Q3-2019","NATCUR","National currency","0","Units",,,324027100000,,
"DNK","Denmark","105","GDP: Exports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2019-Q4","Q4-2019","NATCUR","National currency","0","Units",,,318566300000,,
"DNK","Denmark","105","GDP: Exports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2020-Q1","Q1-2020","NATCUR","National currency","0","Units",,,312982000000,,
"DNK","Denmark","105","GDP: Exports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2020-Q2","Q2-2020","NATCUR","National currency","0","Units",,,285443400000,,
"DNK","Denmark","105","GDP: Exports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2020-Q3","Q3-2020","NATCUR","National currency","0","Units",,,294652200000,,
"DNK","Denmark","105","GDP: Exports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2020-Q4","Q4-2020","NATCUR","National currency","0","Units",,,296180200000,,
"DNK","Denmark","105","GDP: Exports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2021-Q1","Q1-2021","NATCUR","National currency","0","Units",,,317033400000,,
"DNK","Denmark","105","GDP: Exports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2021-Q2","Q2-2021","NATCUR","National currency","0","Units",,,318260100000,,
"DNK","Denmark","105","GDP: Exports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2021-Q3","Q3-2021","NATCUR","National currency","0","Units",,,317445200000,,
"DNK","Denmark","105","GDP: Exports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2021-Q4","Q4-2021","NATCUR","National currency","0","Units",,,331529000000,,
"DNK","Denmark","105","GDP: Exports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2022-Q1","Q1-2022","NATCUR","National currency","0","Units",,,333234500000,,
"DNK","Denmark","105","GDP: Exports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2022-Q2","Q2-2022","NATCUR","National currency","0","Units",,,343524300000,,
"DNK","Denmark","105","GDP: Exports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2022-Q3","Q3-2022","NATCUR","National currency","0","Units",,,352152900000,,
"DNK","Denmark","106","GDP: Imports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2019-Q3","Q3-2019","NATCUR","National currency","0","Units",,,284018400000,,
"DNK","Denmark","106","GDP: Imports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2019-Q4","Q4-2019","NATCUR","National currency","0","Units",,,280828500000,,
"DNK","Denmark","106","GDP: Imports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2020-Q1","Q1-2020","NATCUR","National currency","0","Units",,,280173100000,,
"DNK","Denmark","106","GDP: Imports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2020-Q2","Q2-2020","NATCUR","National currency","0","Units",,,252974900000,,
"DNK","Denmark","106","GDP: Imports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2020-Q3","Q3-2020","NATCUR","National currency","0","Units",,,268134900000,,
"DNK","Denmark","106","GDP: Imports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2020-Q4","Q4-2020","NATCUR","National currency","0","Units",,,281206800000,,
"DNK","Denmark","106","GDP: Imports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2021-Q1","Q1-2021","NATCUR","National currency","0","Units",,,281984300000,,
"DNK","Denmark","106","GDP: Imports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2021-Q2","Q2-2021","NATCUR","National currency","0","Units",,,291402200000,,
"DNK","Denmark","106","GDP: Imports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2021-Q3","Q3-2021","NATCUR","National currency","0","Units",,,293275200000,,
"DNK","Denmark","106","GDP: Imports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2021-Q4","Q4-2021","NATCUR","National currency","0","Units",,,302143900000,,
"DNK","Denmark","106","GDP: Imports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2022-Q1","Q1-2022","NATCUR","National currency","0","Units",,,297279200000,,
"DNK","Denmark","106","GDP: Imports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2022-Q2","Q2-2022","NATCUR","National currency","0","Units",,,304312700000,,
"DNK","Denmark","106","GDP: Imports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2022-Q3","Q3-2022","NATCUR","National currency","0","Units",,,303703300000,,
"FIN","Finland","101","GDP: Total, constant prices","202301","January 2023","Q","Quarterly","2019-Q3","Q3-2019","NATCUR","National currency","0","Units",,,57566000000,,
"FIN","Finland","101","GDP: Total, constant prices","202301","January 2023","Q","Quarterly","2019-Q4","Q4-2019","NATCUR","National currency","0","Units",,,57417000000,,
"FIN","Finland","101","GDP: Total, constant prices","202301","January 2023","Q","Quarterly","2020-Q1","Q1-2020","NATCUR","National currency","0","Units",,,57307000000,,
"FIN","Finland","101","GDP: Total, constant prices","202301","January 2023","Q","Quarterly","2020-Q2","Q2-2020","NATCUR","National currency","0","Units",,,53731000000,,
"FIN","Finland","101","GDP: Total, constant prices","202301","January 2023","Q","Quarterly","2020-Q3","Q3-2020","NATCUR","National currency","0","Units",,,56393000000,,
"FIN","Finland","101","GDP: Total, constant prices","202301","January 2023","Q","Quarterly","2020-Q4","Q4-2020","NATCUR","National currency","0","Units",,,56788000000,,
"FIN","Finland","101","GDP: Total, constant prices","202301","January 2023","Q","Quarterly","2021-Q1","Q1-2021","NATCUR","National currency","0","Units",,,56708000000,,
"FIN","Finland","101","GDP: Total, constant prices","202301","January 2023","Q","Quarterly","2021-Q2","Q2-2021","NATCUR","National currency","0","Units",,,57574000000,,
"FIN","Finland","101","GDP: Total, constant prices","202301","January 2023","Q","Quarterly","2021-Q3","Q3-2021","NATCUR","National currency","0","Units",,,58126000000,,
"FIN","Finland","101","GDP: Total, constant prices","202301","January 2023","Q","Quarterly","2021-Q4","Q4-2021","NATCUR","National currency","0","Units",,,58483000000,,
"FIN","Finland","101","GDP: Total, constant prices","202301","January 2023","Q","Quarterly","2022-Q1","Q1-2022","NATCUR","National currency","0","Units",,,58481000000,,
"FIN","Finland","101","GDP: Total, constant prices","202301","January 2023","Q","Quarterly","2022-Q2","Q2-2022","NATCUR","National currency","0","Units",,,59067000000,,
"FIN","Finland","101","GDP: Total, constant prices","202301","January 2023","Q","Quarterly","2022-Q3","Q3-2022","NATCUR","National currency","0","Units",,,58924000000,,
"FIN","Finland","102","GDP: Private consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2019-Q3","Q3-2019","NATCUR","National currency","0","Units",,,30547000000,,
"FIN","Finland","102","GDP: Private consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2019-Q4","Q4-2019","NATCUR","National currency","0","Units",,,30494000000,,
"FIN","Finland","102","GDP: Private consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2020-Q1","Q1-2020","NATCUR","National currency","0","Units",,,30594000000,,
"FIN","Finland","102","GDP: Private consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2020-Q2","Q2-2020","NATCUR","National currency","0","Units",,,27379000000,,
"FIN","Finland","102","GDP: Private consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2020-Q3","Q3-2020","NATCUR","National currency","0","Units",,,29684000000,,
"FIN","Finland","102","GDP: Private consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2020-Q4","Q4-2020","NATCUR","National currency","0","Units",,,29516000000,,
"FIN","Finland","102","GDP: Private consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2021-Q1","Q1-2021","NATCUR","National currency","0","Units",,,29762000000,,
"FIN","Finland","102","GDP: Private consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2021-Q2","Q2-2021","NATCUR","National currency","0","Units",,,30120000000,,
"FIN","Finland","102","GDP: Private consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2021-Q3","Q3-2021","NATCUR","National currency","0","Units",,,30656000000,,
"FIN","Finland","102","GDP: Private consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2021-Q4","Q4-2021","NATCUR","National currency","0","Units",,,30736000000,,
"FIN","Finland","102","GDP: Private consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2022-Q1","Q1-2022","NATCUR","National currency","0","Units",,,30678000000,,
"FIN","Finland","102","GDP: Private consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2022-Q2","Q2-2022","NATCUR","National currency","0","Units",,,31295000000,,
"FIN","Finland","102","GDP: Private consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2022-Q3","Q3-2022","NATCUR","National currency","0","Units",,,31199000000,,
"FIN","Finland","103","GDP: Government consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2019-Q3","Q3-2019","NATCUR","National currency","0","Units",,,13590000000,,
"FIN","Finland","103","GDP: Government consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2019-Q4","Q4-2019","NATCUR","National currency","0","Units",,,13476000000,,
"FIN","Finland","103","GDP: Government consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2020-Q1","Q1-2020","NATCUR","National currency","0","Units",,,13578000000,,
"FIN","Finland","103","GDP: Government consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2020-Q2","Q2-2020","NATCUR","National currency","0","Units",,,13458000000,,
"FIN","Finland","103","GDP: Government consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2020-Q3","Q3-2020","NATCUR","National currency","0","Units",,,13682000000,,
"FIN","Finland","103","GDP: Government consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2020-Q4","Q4-2020","NATCUR","National currency","0","Units",,,14074000000,,
"FIN","Finland","103","GDP: Government consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2021-Q1","Q1-2021","NATCUR","National currency","0","Units",,,14024000000,,
"FIN","Finland","103","GDP: Government consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2021-Q2","Q2-2021","NATCUR","National currency","0","Units",,,14078000000,,
"FIN","Finland","103","GDP: Government consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2021-Q3","Q3-2021","NATCUR","National currency","0","Units",,,14236000000,,
"FIN","Finland","103","GDP: Government consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2021-Q4","Q4-2021","NATCUR","National currency","0","Units",,,14232000000,,
"FIN","Finland","103","GDP: Government consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2022-Q1","Q1-2022","NATCUR","National currency","0","Units",,,14395000000,,
"FIN","Finland","103","GDP: Government consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2022-Q2","Q2-2022","NATCUR","National currency","0","Units",,,14531000000,,
"FIN","Finland","103","GDP: Government consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2022-Q3","Q3-2022","NATCUR","National currency","0","Units",,,14558000000,,
"FIN","Finland","104","GDP: Gross fixed capital formation, constant prices","202301","January 2023","Q","Quarterly","2019-Q3","Q3-2019","NATCUR","National currency","0","Units",,,13046000000,,
"FIN","Finland","104","GDP: Gross fixed capital formation, constant prices","202301","January 2023","Q","Quarterly","2019-Q4","Q4-2019","NATCUR","National currency","0","Units",,,13048000000,,
"FIN","Finland","104","GDP: Gross fixed capital formation, constant prices","202301","January 2023","Q","Quarterly","2020-Q1","Q1-2020","NATCUR","National currency","0","Units",,,12983000000,,
"FIN","Finland","104","GDP: Gross fixed capital formation, constant prices","202301","January 2023","Q","Quarterly","2020-Q2","Q2-2020","NATCUR","National currency","0","Units",,,12908000000,,
"FIN","Finland","104","GDP: Gross fixed capital formation, constant prices","202301","January 2023","Q","Quarterly","2020-Q3","Q3-2020","NATCUR","National currency","0","Units",,,13014000000,,
"FIN","Finland","104","GDP: Gross fixed capital formation, constant prices","202301","January 2023","Q","Quarterly","2020-Q4","Q4-2020","NATCUR","National currency","0","Units",,,12885000000,,
"FIN","Finland","104","GDP: Gross fixed capital formation, constant prices","202301","January 2023","Q","Quarterly","2021-Q1","Q1-2021","NATCUR","National currency","0","Units",,,12859000000,,
"FIN","Finland","104","GDP: Gross fixed capital formation, constant prices","202301","January 2023","Q","Quarterly","2021-Q2","Q2-2021","NATCUR","National currency","0","Units",,,13312000000,,
"FIN","Finland","104","GDP: Gross fixed capital formation, constant prices","202301","January 2023","Q","Quarterly","2021-Q3","Q3-2021","NATCUR","National currency","0","Units",,,12988000000,,
"FIN","Finland","104","GDP: Gross fixed capital formation, constant prices","202301","January 2023","Q","Quarterly","2021-Q4","Q4-2021","NATCUR","National currency","0","Units",,,13448000000,,
"FIN","Finland","104","GDP: Gross fixed capital formation, constant prices","202301","January 2023","Q","Quarterly","2022-Q1","Q1-2022","NATCUR","National currency","0","Units",,,13860000000,,
"FIN","Finland","104","GDP: Gross fixed capital formation, constant prices","202301","January 2023","Q","Quarterly","2022-Q2","Q2-2022","NATCUR","National currency","0","Units",,,13583000000,,
"FIN","Finland","104","GDP: Gross fixed capital formation, constant prices","202301","January 2023","Q","Quarterly","2022-Q3","Q3-2022","NATCUR","National currency","0","Units",,,13865000000,,
"FIN","Finland","105","GDP: Exports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2019-Q3","Q3-2019","NATCUR","National currency","0","Units",,,22737000000,,
"FIN","Finland","105","GDP: Exports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2019-Q4","Q4-2019","NATCUR","National currency","0","Units",,,22920000000,,
"FIN","Finland","105","GDP: Exports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2020-Q1","Q1-2020","NATCUR","National currency","0","Units",,,21914000000,,
"FIN","Finland","105","GDP: Exports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2020-Q2","Q2-2020","NATCUR","National currency","0","Units",,,19522000000,,
"FIN","Finland","105","GDP: Exports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2020-Q3","Q3-2020","NATCUR","National currency","0","Units",,,20118000000,,
"FIN","Finland","105","GDP: Exports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2020-Q4","Q4-2020","NATCUR","National currency","0","Units",,,22956000000,,
"FIN","Finland","105","GDP: Exports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2021-Q1","Q1-2021","NATCUR","National currency","0","Units",,,20958000000,,
"FIN","Finland","105","GDP: Exports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2021-Q2","Q2-2021","NATCUR","National currency","0","Units",,,21382000000,,
"FIN","Finland","105","GDP: Exports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2021-Q3","Q3-2021","NATCUR","National currency","0","Units",,,22356000000,,
"FIN","Finland","105","GDP: Exports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2021-Q4","Q4-2021","NATCUR","National currency","0","Units",,,24357000000,,
"FIN","Finland","105","GDP: Exports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2022-Q1","Q1-2022","NATCUR","National currency","0","Units",,,22141000000,,
"FIN","Finland","105","GDP: Exports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2022-Q2","Q2-2022","NATCUR","National currency","0","Units",,,22391000000,,
"FIN","Finland","105","GDP: Exports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2022-Q3","Q3-2022","NATCUR","National currency","0","Units",,,22727000000,,
"FIN","Finland","106","GDP: Imports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2019-Q3","Q3-2019","NATCUR","National currency","0","Units",,,23004000000,,
"FIN","Finland","106","GDP: Imports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2019-Q4","Q4-2019","NATCUR","National currency","0","Units",,,22368000000,,
"FIN","Finland","106","GDP: Imports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2020-Q1","Q1-2020","NATCUR","National currency","0","Units",,,22786000000,,
"FIN","Finland","106","GDP: Imports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2020-Q2","Q2-2020","NATCUR","National currency","0","Units",,,20201000000,,
"FIN","Finland","106","GDP: Imports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2020-Q3","Q3-2020","NATCUR","National currency","0","Units",,,21211000000,,
"FIN","Finland","106","GDP: Imports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2020-Q4","Q4-2020","NATCUR","National currency","0","Units",,,20983000000,,
"FIN","Finland","106","GDP: Imports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2021-Q1","Q1-2021","NATCUR","National currency","0","Units",,,21285000000,,
"FIN","Finland","106","GDP: Imports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2021-Q2","Q2-2021","NATCUR","National currency","0","Units",,,21890000000,,
"FIN","Finland","106","GDP: Imports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2021-Q3","Q3-2021","NATCUR","National currency","0","Units",,,22819000000,,
"FIN","Finland","106","GDP: Imports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2021-Q4","Q4-2021","NATCUR","National currency","0","Units",,,24267000000,,
"FIN","Finland","106","GDP: Imports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2022-Q1","Q1-2022","NATCUR","National currency","0","Units",,,24195000000,,
"FIN","Finland","106","GDP: Imports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2022-Q2","Q2-2022","NATCUR","National currency","0","Units",,,25058000000,,
"FIN","Finland","106","GDP: Imports of goods and services, constant prices","202301","January 2023","Q","Quarterly","2022-Q3","Q3-2022","NATCUR","National currency","0","Units",,,24746000000,,
"FRA","France","101","GDP: Total, constant prices","202301","January 2023","Q","Quarterly","2019-Q3","Q3-2019","NATCUR","National currency","0","Units",,,584913500000,,
"FRA","France","101","GDP: Total, constant prices","202301","January 2023","Q","Quarterly","2019-Q4","Q4-2019","NATCUR","National currency","0","Units",,,583286300000,,
"FRA","France","101","GDP: Total, constant prices","202301","January 2023","Q","Quarterly","2020-Q1","Q1-2020","NATCUR","National currency","0","Units",,,550919400000,,
"FRA","France","101","GDP: Total, constant prices","202301","January 2023","Q","Quarterly","2020-Q2","Q2-2020","NATCUR","National currency","0","Units",,,476529100000,,
"FRA","France","101","GDP: Total, constant prices","202301","January 2023","Q","Quarterly","2020-Q3","Q3-2020","NATCUR","National currency","0","Units",,,563637700000,,
"FRA","France","101","GDP: Total, constant prices","202301","January 2023","Q","Quarterly","2020-Q4","Q4-2020","NATCUR","National currency","0","Units",,,558619900000,,
"FRA","France","101","GDP: Total, constant prices","202301","January 2023","Q","Quarterly","2021-Q1","Q1-2021","NATCUR","National currency","0","Units",,,559041800000,,
"FRA","France","101","GDP: Total, constant prices","202301","January 2023","Q","Quarterly","2021-Q2","Q2-2021","NATCUR","National currency","0","Units",,,565226300000,,
"FRA","France","101","GDP: Total, constant prices","202301","January 2023","Q","Quarterly","2021-Q3","Q3-2021","NATCUR","National currency","0","Units",,,583801700000,,
"FRA","France","101","GDP: Total, constant prices","202301","January 2023","Q","Quarterly","2021-Q4","Q4-2021","NATCUR","National currency","0","Units",,,587114000000,,
"FRA","France","101","GDP: Total, constant prices","202301","January 2023","Q","Quarterly","2022-Q1","Q1-2022","NATCUR","National currency","0","Units",,,585927100000,,
"FRA","France","101","GDP: Total, constant prices","202301","January 2023","Q","Quarterly","2022-Q2","Q2-2022","NATCUR","National currency","0","Units",,,588753800000,,
"FRA","France","101","GDP: Total, constant prices","202301","January 2023","Q","Quarterly","2022-Q3","Q3-2022","NATCUR","National currency","0","Units",,,589782900000,,
"FRA","France","102","GDP: Private consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2019-Q3","Q3-2019","NATCUR","National currency","0","Units",,,315061500000,,
"FRA","France","102","GDP: Private consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2019-Q4","Q4-2019","NATCUR","National currency","0","Units",,,315843600000,,
"FRA","France","102","GDP: Private consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2020-Q1","Q1-2020","NATCUR","National currency","0","Units",,,299248000000,,
"FRA","France","102","GDP: Private consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2020-Q2","Q2-2020","NATCUR","National currency","0","Units",,,264671900000,,
"FRA","France","102","GDP: Private consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2020-Q3","Q3-2020","NATCUR","National currency","0","Units",,,312684000000,,
"FRA","France","102","GDP: Private consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2020-Q4","Q4-2020","NATCUR","National currency","0","Units",,,296080300000,,
"FRA","France","102","GDP: Private consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2021-Q1","Q1-2021","NATCUR","National currency","0","Units",,,297124800000,,
"FRA","France","102","GDP: Private consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2021-Q2","Q2-2021","NATCUR","National currency","0","Units",,,300555000000,,
"FRA","France","102","GDP: Private consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2021-Q3","Q3-2021","NATCUR","National currency","0","Units",,,317519600000,,
"FRA","France","102","GDP: Private consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2021-Q4","Q4-2021","NATCUR","National currency","0","Units",,,319340000000,,
"FRA","France","102","GDP: Private consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2022-Q1","Q1-2022","NATCUR","National currency","0","Units",,,315648400000,,
"FRA","France","102","GDP: Private consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2022-Q2","Q2-2022","NATCUR","National currency","0","Units",,,316842400000,,
"FRA","France","102","GDP: Private consumption expenditure, constant prices","202301","January 2023","Q","Quarterly","2022-Q3","Q3-2022","NATCUR","National currency","0","Units",,,316710500000,,
