"LOCATION","Country","VAR","Variable","EDI","Edition","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"MEX","Mexico","104","GDP: Gross fixed capital formation, constant prices","202302","February 2023","Q","Quarterly","2021-Q3","Q3-2021","NATCUR","National currency","0","Units",,,823955190000,,
"MEX","Mexico","104","GDP: Gross fixed capital formation, constant prices","202302","February 2023","Q","Quarterly","2021-Q4","Q4-2021","NATCUR","National currency","0","Units",,,822370647500,,
"MEX","Mexico","104","GDP: Gross fixed capital formation, constant prices","202302","February 2023","Q","Quarterly","2022-Q1","Q1-2022","NATCUR","National currency","0","Units",,,840849346250,,
"MEX","Mexico","104","GDP: Gross fixed capital formation, constant prices","202302","February 2023","Q","Quarterly","2022-Q2","Q2-2022","NATCUR","National currency","0","Units",,,855399193750,,
"MEX","Mexico","104","GDP: Gross fixed capital formation, constant prices","202302","February 2023","Q","Quarterly","2022-Q3","Q3-2022","NATCUR","National currency","0","Units",,,856297942250,,
"MEX","Mexico","105","GDP: Exports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2019-Q3","Q3-2019","NATCUR","National currency","0","Units",,,1748917151000,,
"MEX","Mexico","105","GDP: Exports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2019-Q4","Q4-2019","NATCUR","National currency","0","Units",,,1648364836750,,
"MEX","Mexico","105","GDP: Exports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2020-Q1","Q1-2020","NATCUR","National currency","0","Units",,,1731033358000,,
"MEX","Mexico","105","GDP: Exports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2020-Q2","Q2-2020","NATCUR","National currency","0","Units",,,1234029254500,,
"MEX","Mexico","105","GDP: Exports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2020-Q3","Q3-2020","NATCUR","National currency","0","Units",,,1706146453500,,
"MEX","Mexico","105","GDP: Exports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2020-Q4","Q4-2020","NATCUR","National currency","0","Units",,,1695883777500,,
"MEX","Mexico","105","GDP: Exports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2021-Q1","Q1-2021","NATCUR","National currency","0","Units",,,1648588846250,,
"MEX","Mexico","105","GDP: Exports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2021-Q2","Q2-2021","NATCUR","National currency","0","Units",,,1682408172750,,
"MEX","Mexico","105","GDP: Exports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2021-Q3","Q3-2021","NATCUR","National currency","0","Units",,,1704221209500,,
"MEX","Mexico","105","GDP: Exports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2021-Q4","Q4-2021","NATCUR","National currency","0","Units",,,1768449713500,,
"MEX","Mexico","105","GDP: Exports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2022-Q1","Q1-2022","NATCUR","National currency","0","Units",,,1813505622250,,
"MEX","Mexico","105","GDP: Exports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2022-Q2","Q2-2022","NATCUR","National currency","0","Units",,,1845699360000,,
"MEX","Mexico","105","GDP: Exports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2022-Q3","Q3-2022","NATCUR","National currency","0","Units",,,1900134623500,,
"MEX","Mexico","106","GDP: Imports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2019-Q3","Q3-2019","NATCUR","National currency","0","Units",,,1737695039750,,
"MEX","Mexico","106","GDP: Imports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2019-Q4","Q4-2019","NATCUR","National currency","0","Units",,,1674279828500,,
"MEX","Mexico","106","GDP: Imports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2020-Q1","Q1-2020","NATCUR","National currency","0","Units",,,1648239158250,,
"MEX","Mexico","106","GDP: Imports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2020-Q2","Q2-2020","NATCUR","National currency","0","Units",,,1219714625500,,
"MEX","Mexico","106","GDP: Imports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2020-Q3","Q3-2020","NATCUR","National currency","0","Units",,,1433031584750,,
"MEX","Mexico","106","GDP: Imports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2020-Q4","Q4-2020","NATCUR","National currency","0","Units",,,1589866811250,,
"MEX","Mexico","106","GDP: Imports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2021-Q1","Q1-2021","NATCUR","National currency","0","Units",,,1683938215000,,
"MEX","Mexico","106","GDP: Imports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2021-Q2","Q2-2021","NATCUR","National currency","0","Units",,,1680332426500,,
"MEX","Mexico","106","GDP: Imports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2021-Q3","Q3-2021","NATCUR","National currency","0","Units",,,1731300120000,,
"MEX","Mexico","106","GDP: Imports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2021-Q4","Q4-2021","NATCUR","National currency","0","Units",,,1744464172750,,
"MEX","Mexico","106","GDP: Imports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2022-Q1","Q1-2022","NATCUR","National currency","0","Units",,,1791757280750,,
"MEX","Mexico","106","GDP: Imports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2022-Q2","Q2-2022","NATCUR","National currency","0","Units",,,1879608300000,,
"MEX","Mexico","106","GDP: Imports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2022-Q3","Q3-2022","NATCUR","National currency","0","Units",,,1933278731500,,
"NLD","Netherlands","101","GDP: Total, constant prices","202302","February 2023","Q","Quarterly","2019-Q3","Q3-2019","NATCUR","National currency","0","Units",,,189668312900,,
"NLD","Netherlands","101","GDP: Total, constant prices","202302","February 2023","Q","Quarterly","2019-Q4","Q4-2019","NATCUR","National currency","0","Units",,,190416872900,,
"NLD","Netherlands","101","GDP: Total, constant prices","202302","February 2023","Q","Quarterly","2020-Q1","Q1-2020","NATCUR","National currency","0","Units",,,187600422900,,
"NLD","Netherlands","101","GDP: Total, constant prices","202302","February 2023","Q","Quarterly","2020-Q2","Q2-2020","NATCUR","National currency","0","Units",,,172771902900,,
"NLD","Netherlands","101","GDP: Total, constant prices","202302","February 2023","Q","Quarterly","2020-Q3","Q3-2020","NATCUR","National currency","0","Units",,,183715662900,,
"NLD","Netherlands","101","GDP: Total, constant prices","202302","February 2023","Q","Quarterly","2020-Q4","Q4-2020","NATCUR","National currency","0","Units",,,183683942900,,
"NLD","Netherlands","101","GDP: Total, constant prices","202302","February 2023","Q","Quarterly","2021-Q1","Q1-2021","NATCUR","National currency","0","Units",,,183692602900,,
"NLD","Netherlands","101","GDP: Total, constant prices","202302","February 2023","Q","Quarterly","2021-Q2","Q2-2021","NATCUR","National currency","0","Units",,,190526112900,,
"NLD","Netherlands","101","GDP: Total, constant prices","202302","February 2023","Q","Quarterly","2021-Q3","Q3-2021","NATCUR","National currency","0","Units",,,193913422900,,
"NLD","Netherlands","101","GDP: Total, constant prices","202302","February 2023","Q","Quarterly","2021-Q4","Q4-2021","NATCUR","National currency","0","Units",,,195087032900,,
"NLD","Netherlands","101","GDP: Total, constant prices","202302","February 2023","Q","Quarterly","2022-Q1","Q1-2022","NATCUR","National currency","0","Units",,,195711062900,,
"NLD","Netherlands","101","GDP: Total, constant prices","202302","February 2023","Q","Quarterly","2022-Q2","Q2-2022","NATCUR","National currency","0","Units",,,200414292900,,
"NLD","Netherlands","101","GDP: Total, constant prices","202302","February 2023","Q","Quarterly","2022-Q3","Q3-2022","NATCUR","National currency","0","Units",,,199986072900,,
"NLD","Netherlands","102","GDP: Private consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2019-Q3","Q3-2019","NATCUR","National currency","0","Units",,,82681473138,,
"NLD","Netherlands","102","GDP: Private consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2019-Q4","Q4-2019","NATCUR","National currency","0","Units",,,83366913138,,
"NLD","Netherlands","102","GDP: Private consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2020-Q1","Q1-2020","NATCUR","National currency","0","Units",,,81250503138,,
"NLD","Netherlands","102","GDP: Private consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2020-Q2","Q2-2020","NATCUR","National currency","0","Units",,,72094233138,,
"NLD","Netherlands","102","GDP: Private consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2020-Q3","Q3-2020","NATCUR","National currency","0","Units",,,78508523138,,
"NLD","Netherlands","102","GDP: Private consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2020-Q4","Q4-2020","NATCUR","National currency","0","Units",,,78016863138,,
"NLD","Netherlands","102","GDP: Private consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2021-Q1","Q1-2021","NATCUR","National currency","0","Units",,,74761183138,,
"NLD","Netherlands","102","GDP: Private consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2021-Q2","Q2-2021","NATCUR","National currency","0","Units",,,79640363138,,
"NLD","Netherlands","102","GDP: Private consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2021-Q3","Q3-2021","NATCUR","National currency","0","Units",,,83199083138,,
"NLD","Netherlands","102","GDP: Private consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2021-Q4","Q4-2021","NATCUR","National currency","0","Units",,,83368723138,,
"NLD","Netherlands","102","GDP: Private consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2022-Q1","Q1-2022","NATCUR","National currency","0","Units",,,84464633138,,
"NLD","Netherlands","102","GDP: Private consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2022-Q2","Q2-2022","NATCUR","National currency","0","Units",,,85240963138,,
"NLD","Netherlands","102","GDP: Private consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2022-Q3","Q3-2022","NATCUR","National currency","0","Units",,,85643553138,,
"NLD","Netherlands","103","GDP: Government consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2019-Q3","Q3-2019","NATCUR","National currency","0","Units",,,46183055022,,
"NLD","Netherlands","103","GDP: Government consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2019-Q4","Q4-2019","NATCUR","National currency","0","Units",,,46352515022,,
"NLD","Netherlands","103","GDP: Government consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2020-Q1","Q1-2020","NATCUR","National currency","0","Units",,,46543095022,,
"NLD","Netherlands","103","GDP: Government consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2020-Q2","Q2-2020","NATCUR","National currency","0","Units",,,45763025022,,
"NLD","Netherlands","103","GDP: Government consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2020-Q3","Q3-2020","NATCUR","National currency","0","Units",,,47383805022,,
"NLD","Netherlands","103","GDP: Government consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2020-Q4","Q4-2020","NATCUR","National currency","0","Units",,,47473255022,,
"NLD","Netherlands","103","GDP: Government consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2021-Q1","Q1-2021","NATCUR","National currency","0","Units",,,48152405022,,
"NLD","Netherlands","103","GDP: Government consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2021-Q2","Q2-2021","NATCUR","National currency","0","Units",,,49671905022,,
"NLD","Netherlands","103","GDP: Government consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2021-Q3","Q3-2021","NATCUR","National currency","0","Units",,,49283525022,,
"NLD","Netherlands","103","GDP: Government consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2021-Q4","Q4-2021","NATCUR","National currency","0","Units",,,49827485022,,
"NLD","Netherlands","103","GDP: Government consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2022-Q1","Q1-2022","NATCUR","National currency","0","Units",,,49419305022,,
"NLD","Netherlands","103","GDP: Government consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2022-Q2","Q2-2022","NATCUR","National currency","0","Units",,,49434455022,,
"NLD","Netherlands","103","GDP: Government consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2022-Q3","Q3-2022","NATCUR","National currency","0","Units",,,49231355022,,
"NLD","Netherlands","104","GDP: Gross fixed capital formation, constant prices","202302","February 2023","Q","Quarterly","2019-Q3","Q3-2019","NATCUR","National currency","0","Units",,,41176056518,,
"NLD","Netherlands","104","GDP: Gross fixed capital formation, constant prices","202302","February 2023","Q","Quarterly","2019-Q4","Q4-2019","NATCUR","National currency","0","Units",,,40977256518,,
"NLD","Netherlands","104","GDP: Gross fixed capital formation, constant prices","202302","February 2023","Q","Quarterly","2020-Q1","Q1-2020","NATCUR","National currency","0","Units",,,41031566518,,
"NLD","Netherlands","104","GDP: Gross fixed capital formation, constant prices","202302","February 2023","Q","Quarterly","2020-Q2","Q2-2020","NATCUR","National currency","0","Units",,,37055716518,,
"NLD","Netherlands","104","GDP: Gross fixed capital formation, constant prices","202302","February 2023","Q","Quarterly","2020-Q3","Q3-2020","NATCUR","National currency","0","Units",,,39592726518,,
"NLD","Netherlands","104","GDP: Gross fixed capital formation, constant prices","202302","February 2023","Q","Quarterly","2020-Q4","Q4-2020","NATCUR","National currency","0","Units",,,40237906518,,
"NLD","Netherlands","104","GDP: Gross fixed capital formation, constant prices","202302","February 2023","Q","Quarterly","2021-Q1","Q1-2021","NATCUR","National currency","0","Units",,,40844116518,,
"NLD","Netherlands","104","GDP: Gross fixed capital formation, constant prices","202302","February 2023","Q","Quarterly","2021-Q2","Q2-2021","NATCUR","National currency","0","Units",,,40599186518,,
"NLD","Netherlands","104","GDP: Gross fixed capital formation, constant prices","202302","February 2023","Q","Quarterly","2021-Q3","Q3-2021","NATCUR","National currency","0","Units",,,40568276518,,
"NLD","Netherlands","104","GDP: Gross fixed capital formation, constant prices","202302","February 2023","Q","Quarterly","2021-Q4","Q4-2021","NATCUR","National currency","0","Units",,,40965146518,,
"NLD","Netherlands","104","GDP: Gross fixed capital formation, constant prices","202302","February 2023","Q","Quarterly","2022-Q1","Q1-2022","NATCUR","National currency","0","Units",,,40721826518,,
"NLD","Netherlands","104","GDP: Gross fixed capital formation, constant prices","202302","February 2023","Q","Quarterly","2022-Q2","Q2-2022","NATCUR","National currency","0","Units",,,42756026518,,
"NLD","Netherlands","104","GDP: Gross fixed capital formation, constant prices","202302","February 2023","Q","Quarterly","2022-Q3","Q3-2022","NATCUR","National currency","0","Units",,,42075636518,,
"NLD","Netherlands","105","GDP: Exports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2019-Q3","Q3-2019","NATCUR","National currency","0","Units",,,165563276655,,
"NLD","Netherlands","105","GDP: Exports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2019-Q4","Q4-2019","NATCUR","National currency","0","Units",,,165562906655,,
"NLD","Netherlands","105","GDP: Exports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2020-Q1","Q1-2020","NATCUR","National currency","0","Units",,,162932906655,,
"NLD","Netherlands","105","GDP: Exports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2020-Q2","Q2-2020","NATCUR","National currency","0","Units",,,146318246655,,
"NLD","Netherlands","105","GDP: Exports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2020-Q3","Q3-2020","NATCUR","National currency","0","Units",,,158484806655,,
"NLD","Netherlands","105","GDP: Exports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2020-Q4","Q4-2020","NATCUR","National currency","0","Units",,,160421976655,,
"NLD","Netherlands","105","GDP: Exports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2021-Q1","Q1-2021","NATCUR","National currency","0","Units",,,160533276655,,
"NLD","Netherlands","105","GDP: Exports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2021-Q2","Q2-2021","NATCUR","National currency","0","Units",,,163606866655,,
"NLD","Netherlands","105","GDP: Exports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2021-Q3","Q3-2021","NATCUR","National currency","0","Units",,,169070626655,,
"NLD","Netherlands","105","GDP: Exports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2021-Q4","Q4-2021","NATCUR","National currency","0","Units",,,168004536655,,
"NLD","Netherlands","105","GDP: Exports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2022-Q1","Q1-2022","NATCUR","National currency","0","Units",,,168114196655,,
"NLD","Netherlands","105","GDP: Exports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2022-Q2","Q2-2022","NATCUR","National currency","0","Units",,,173267046655,,
"NLD","Netherlands","105","GDP: Exports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2022-Q3","Q3-2022","NATCUR","National currency","0","Units",,,174713786655,,
"NLD","Netherlands","106","GDP: Imports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2019-Q3","Q3-2019","NATCUR","National currency","0","Units",,,147496161050,,
"NLD","Netherlands","106","GDP: Imports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2019-Q4","Q4-2019","NATCUR","National currency","0","Units",,,146881311050,,
"NLD","Netherlands","106","GDP: Imports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2020-Q1","Q1-2020","NATCUR","National currency","0","Units",,,143760691050,,
"NLD","Netherlands","106","GDP: Imports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2020-Q2","Q2-2020","NATCUR","National currency","0","Units",,,130080991050,,
"NLD","Netherlands","106","GDP: Imports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2020-Q3","Q3-2020","NATCUR","National currency","0","Units",,,139641261050,,
"NLD","Netherlands","106","GDP: Imports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2020-Q4","Q4-2020","NATCUR","National currency","0","Units",,,142030521050,,
"NLD","Netherlands","106","GDP: Imports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2021-Q1","Q1-2021","NATCUR","National currency","0","Units",,,140591881050,,
"NLD","Netherlands","106","GDP: Imports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2021-Q2","Q2-2021","NATCUR","National currency","0","Units",,,142575881050,,
"NLD","Netherlands","106","GDP: Imports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2021-Q3","Q3-2021","NATCUR","National currency","0","Units",,,148081791050,,
"NLD","Netherlands","106","GDP: Imports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2021-Q4","Q4-2021","NATCUR","National currency","0","Units",,,146557611050,,
"NLD","Netherlands","106","GDP: Imports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2022-Q1","Q1-2022","NATCUR","National currency","0","Units",,,146510031050,,
"NLD","Netherlands","106","GDP: Imports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2022-Q2","Q2-2022","NATCUR","National currency","0","Units",,,149741781050,,
"NLD","Netherlands","106","GDP: Imports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2022-Q3","Q3-2022","NATCUR","National currency","0","Units",,,151237041050,,
"NZL","New Zealand","101","GDP: Total, constant prices","202302","February 2023","Q","Quarterly","2019-Q3","Q3-2019","NATCUR","National currency","0","Units",,,66024000000,,
"NZL","New Zealand","101","GDP: Total, constant prices","202302","February 2023","Q","Quarterly","2019-Q4","Q4-2019","NATCUR","National currency","0","Units",,,66123000000,,
"NZL","New Zealand","101","GDP: Total, constant prices","202302","February 2023","Q","Quarterly","2020-Q1","Q1-2020","NATCUR","National currency","0","Units",,,65503000000,,
"NZL","New Zealand","101","GDP: Total, constant prices","202302","February 2023","Q","Quarterly","2020-Q2","Q2-2020","NATCUR","National currency","0","Units",,,59130000000,,
"NZL","New Zealand","101","GDP: Total, constant prices","202302","February 2023","Q","Quarterly","2020-Q3","Q3-2020","NATCUR","National currency","0","Units",,,67912000000,,
"NZL","New Zealand","101","GDP: Total, constant prices","202302","February 2023","Q","Quarterly","2020-Q4","Q4-2020","NATCUR","National currency","0","Units",,,67393000000,,
"NZL","New Zealand","101","GDP: Total, constant prices","202302","February 2023","Q","Quarterly","2021-Q1","Q1-2021","NATCUR","National currency","0","Units",,,68476000000,,
"NZL","New Zealand","101","GDP: Total, constant prices","202302","February 2023","Q","Quarterly","2021-Q2","Q2-2021","NATCUR","National currency","0","Units",,,70050000000,,
"NZL","New Zealand","101","GDP: Total, constant prices","202302","February 2023","Q","Quarterly","2021-Q3","Q3-2021","NATCUR","National currency","0","Units",,,67210000000,,
"NZL","New Zealand","101","GDP: Total, constant prices","202302","February 2023","Q","Quarterly","2021-Q4","Q4-2021","NATCUR","National currency","0","Units",,,68808000000,,
"NZL","New Zealand","101","GDP: Total, constant prices","202302","February 2023","Q","Quarterly","2022-Q1","Q1-2022","NATCUR","National currency","0","Units",,,68620000000,,
"NZL","New Zealand","101","GDP: Total, constant prices","202302","February 2023","Q","Quarterly","2022-Q2","Q2-2022","NATCUR","National currency","0","Units",,,70211000000,,
"NZL","New Zealand","101","GDP: Total, constant prices","202302","February 2023","Q","Quarterly","2022-Q3","Q3-2022","NATCUR","National currency","0","Units",,,71612000000,,
"NZL","New Zealand","102","GDP: Private consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2019-Q3","Q3-2019","NATCUR","National currency","0","Units",,,40782000000,,
"NZL","New Zealand","102","GDP: Private consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2019-Q4","Q4-2019","NATCUR","National currency","0","Units",,,40871000000,,
"NZL","New Zealand","102","GDP: Private consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2020-Q1","Q1-2020","NATCUR","National currency","0","Units",,,40523000000,,
"NZL","New Zealand","102","GDP: Private consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2020-Q2","Q2-2020","NATCUR","National currency","0","Units",,,35814000000,,
"NZL","New Zealand","102","GDP: Private consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2020-Q3","Q3-2020","NATCUR","National currency","0","Units",,,40840000000,,
"NZL","New Zealand","102","GDP: Private consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2020-Q4","Q4-2020","NATCUR","National currency","0","Units",,,41562000000,,
"NZL","New Zealand","102","GDP: Private consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2021-Q1","Q1-2021","NATCUR","National currency","0","Units",,,44109000000,,
"NZL","New Zealand","102","GDP: Private consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2021-Q2","Q2-2021","NATCUR","National currency","0","Units",,,43637000000,,
"NZL","New Zealand","102","GDP: Private consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2021-Q3","Q3-2021","NATCUR","National currency","0","Units",,,40677000000,,
"NZL","New Zealand","102","GDP: Private consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2021-Q4","Q4-2021","NATCUR","National currency","0","Units",,,42735000000,,
"NZL","New Zealand","102","GDP: Private consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2022-Q1","Q1-2022","NATCUR","National currency","0","Units",,,44911000000,,
"NZL","New Zealand","102","GDP: Private consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2022-Q2","Q2-2022","NATCUR","National currency","0","Units",,,43390000000,,
"NZL","New Zealand","102","GDP: Private consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2022-Q3","Q3-2022","NATCUR","National currency","0","Units",,,43333000000,,
"NZL","New Zealand","103","GDP: Government consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2019-Q3","Q3-2019","NATCUR","National currency","0","Units",,,12300000000,,
"NZL","New Zealand","103","GDP: Government consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2019-Q4","Q4-2019","NATCUR","National currency","0","Units",,,12524000000,,
"NZL","New Zealand","103","GDP: Government consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2020-Q1","Q1-2020","NATCUR","National currency","0","Units",,,12679000000,,
"NZL","New Zealand","103","GDP: Government consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2020-Q2","Q2-2020","NATCUR","National currency","0","Units",,,12940000000,,
"NZL","New Zealand","103","GDP: Government consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2020-Q3","Q3-2020","NATCUR","National currency","0","Units",,,13201000000,,
"NZL","New Zealand","103","GDP: Government consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2020-Q4","Q4-2020","NATCUR","National currency","0","Units",,,13436000000,,
"NZL","New Zealand","103","GDP: Government consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2021-Q1","Q1-2021","NATCUR","National currency","0","Units",,,13745000000,,
"NZL","New Zealand","103","GDP: Government consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2021-Q2","Q2-2021","NATCUR","National currency","0","Units",,,13913000000,,
"NZL","New Zealand","103","GDP: Government consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2021-Q3","Q3-2021","NATCUR","National currency","0","Units",,,14219000000,,
"NZL","New Zealand","103","GDP: Government consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2021-Q4","Q4-2021","NATCUR","National currency","0","Units",,,14646000000,,
"NZL","New Zealand","103","GDP: Government consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2022-Q1","Q1-2022","NATCUR","National currency","0","Units",,,14843000000,,
"NZL","New Zealand","103","GDP: Government consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2022-Q2","Q2-2022","NATCUR","National currency","0","Units",,,14878000000,,
"NZL","New Zealand","103","GDP: Government consumption expenditure, constant prices","202302","February 2023","Q","Quarterly","2022-Q3","Q3-2022","NATCUR","National currency","0","Units",,,14668000000,,
"NZL","New Zealand","104","GDP: Gross fixed capital formation, constant prices","202302","February 2023","Q","Quarterly","2019-Q3","Q3-2019","NATCUR","National currency","0","Units",,,16477000000,,
"NZL","New Zealand","104","GDP: Gross fixed capital formation, constant prices","202302","February 2023","Q","Quarterly","2019-Q4","Q4-2019","NATCUR","National currency","0","Units",,,16600000000,,
"NZL","New Zealand","104","GDP: Gross fixed capital formation, constant prices","202302","February 2023","Q","Quarterly","2020-Q1","Q1-2020","NATCUR","National currency","0","Units",,,16172000000,,
"NZL","New Zealand","104","GDP: Gross fixed capital formation, constant prices","202302","February 2023","Q","Quarterly","2020-Q2","Q2-2020","NATCUR","National currency","0","Units",,,13275000000,,
"NZL","New Zealand","104","GDP: Gross fixed capital formation, constant prices","202302","February 2023","Q","Quarterly","2020-Q3","Q3-2020","NATCUR","National currency","0","Units",,,16755000000,,
"NZL","New Zealand","104","GDP: Gross fixed capital formation, constant prices","202302","February 2023","Q","Quarterly","2020-Q4","Q4-2020","NATCUR","National currency","0","Units",,,16727000000,,
"NZL","New Zealand","104","GDP: Gross fixed capital formation, constant prices","202302","February 2023","Q","Quarterly","2021-Q1","Q1-2021","NATCUR","National currency","0","Units",,,17836000000,,
"NZL","New Zealand","104","GDP: Gross fixed capital formation, constant prices","202302","February 2023","Q","Quarterly","2021-Q2","Q2-2021","NATCUR","National currency","0","Units",,,17572000000,,
"NZL","New Zealand","104","GDP: Gross fixed capital formation, constant prices","202302","February 2023","Q","Quarterly","2021-Q3","Q3-2021","NATCUR","National currency","0","Units",,,16620000000,,
"NZL","New Zealand","104","GDP: Gross fixed capital formation, constant prices","202302","February 2023","Q","Quarterly","2021-Q4","Q4-2021","NATCUR","National currency","0","Units",,,18560000000,,
"NZL","New Zealand","104","GDP: Gross fixed capital formation, constant prices","202302","February 2023","Q","Quarterly","2022-Q1","Q1-2022","NATCUR","National currency","0","Units",,,18519000000,,
"NZL","New Zealand","104","GDP: Gross fixed capital formation, constant prices","202302","February 2023","Q","Quarterly","2022-Q2","Q2-2022","NATCUR","National currency","0","Units",,,18014000000,,
"NZL","New Zealand","104","GDP: Gross fixed capital formation, constant prices","202302","February 2023","Q","Quarterly","2022-Q3","Q3-2022","NATCUR","National currency","0","Units",,,18601000000,,
"NZL","New Zealand","105","GDP: Exports of goods and services, constant prices","202302","February 2023","Q","Quarterly","2019-Q3","Q3-2019","NATCUR","National currency","0","Units",,,18614000000,,
